lts__t_sectors_srcunit_gcc.sum.per_second [sector/ms],157.44
lts__t_sectors_srcunit_gcc_aperture_device_lookup_miss.sum [sector],180
lts__t_sectors_srcunit_gcc_aperture_peer_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_gcc_aperture_sysmem_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_gcc_lookup_hit.sum [sector],396
lts__t_sectors_srcunit_gcc_lookup_miss.sum [sector],180
lts__t_sectors_srcunit_tex.avg.pct_of_peak_sustained_elapsed [%],10.69
lts__t_sectors_srcunit_tex.avg.peak_sustained [sector/cycle],2
lts__t_sectors_srcunit_tex.avg.per_cycle_elapsed [sector/cycle],0.21
lts__t_sectors_srcunit_tex.max.pct_of_peak_sustained_elapsed [%],10.71
lts__t_sectors_srcunit_tex.min.pct_of_peak_sustained_elapsed [%],10.67
lts__t_sectors_srcunit_tex.sum [sector],"1,67,45,848"
lts__t_sectors_srcunit_tex.sum.pct_of_peak_sustained_elapsed [%],10.69
lts__t_sectors_srcunit_tex.sum.per_second [sector/ns],4.58
lts__t_sectors_srcunit_tex_aperture_device_lookup_miss.sum [sector],"2,62,144"
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_read_lookup_miss.sum [sector],"2,62,144"
lts__t_sectors_srcunit_tex_aperture_device_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_device_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.avg [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.max [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.min [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_read_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_peer_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.avg [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.max [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.min [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_read_lookup_miss.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum [sector],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_aperture_sysmem_op_write_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_evict_normal_lookup_hit.sum [sector],"1,64,79,423"
lts__t_sectors_srcunit_tex_evict_normal_lookup_miss.sum [sector],"2,62,144"
lts__t_sectors_srcunit_tex_lookup_hit.sum [sector],"1,64,75,862"
lts__t_sectors_srcunit_tex_lookup_miss.avg [sector],"21,845.33"
lts__t_sectors_srcunit_tex_lookup_miss.max [sector],"21,856"
lts__t_sectors_srcunit_tex_lookup_miss.min [sector],"21,840"
lts__t_sectors_srcunit_tex_lookup_miss.sum [sector],"2,62,144"
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_atom_dot_alu.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_atom_dot_cas.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read.avg.pct_of_peak_sustained_elapsed [%],10.61
lts__t_sectors_srcunit_tex_op_read.avg.peak_sustained [sector/cycle],2
lts__t_sectors_srcunit_tex_op_read.avg.per_cycle_elapsed [sector/cycle],0.21
lts__t_sectors_srcunit_tex_op_read.sum [sector],"1,66,16,653"
lts__t_sectors_srcunit_tex_op_read.sum.per_second [sector/ns],4.54
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit.sum [sector],"1,63,67,982"
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss.sum [sector],"2,62,144"
lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum [sector],"1,63,67,982"
lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum [sector],"2,62,144"
lts__t_sectors_srcunit_tex_op_red.avg.pct_of_peak_sustained_elapsed [%],0
lts__t_sectors_srcunit_tex_op_red.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_red.avg.per_cycle_elapsed [sector/cycle],0
lts__t_sectors_srcunit_tex_op_red.sum [sector],0
lts__t_sectors_srcunit_tex_op_red.sum.per_second [sector/s],0
lts__t_sectors_srcunit_tex_op_red_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_red_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write.avg.pct_of_peak_sustained_elapsed [%],0.17
lts__t_sectors_srcunit_tex_op_write.avg.peak_sustained [sector/cycle],1
lts__t_sectors_srcunit_tex_op_write.avg.per_cycle_elapsed [sector/cycle],0.00
lts__t_sectors_srcunit_tex_op_write.sum [sector],"1,31,072"
lts__t_sectors_srcunit_tex_op_write.sum.per_second [sector/us],35.83
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit.sum [sector],"1,31,072"
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss.sum [sector],0
lts__t_sectors_srcunit_tex_op_write_lookup_hit.sum [sector],"1,31,072"
lts__t_sectors_srcunit_tex_op_write_lookup_miss.sum [sector],0
lts__t_tag_requests.avg.pct_of_peak_sustained_elapsed [%],15.92
lts__t_tag_requests.max.pct_of_peak_sustained_elapsed [%],16.25
lts__t_tag_requests.min.pct_of_peak_sustained_elapsed [%],15.85
lts__t_tag_requests.sum.pct_of_peak_sustained_elapsed [%],15.92
lts__throughput.avg.pct_of_peak_sustained_elapsed [%],15.98
lts__throughput.max.pct_of_peak_sustained_elapsed [%],16.29
lts__throughput.min.pct_of_peak_sustained_elapsed [%],15.91
lts__throughput.sum.pct_of_peak_sustained_elapsed [%],15.98
lts__xbar2lts_cycles_active.avg.pct_of_peak_sustained_elapsed [%],15.98
lts__xbar2lts_cycles_active.max.pct_of_peak_sustained_elapsed [%],16.29
lts__xbar2lts_cycles_active.min.pct_of_peak_sustained_elapsed [%],15.91
lts__xbar2lts_cycles_active.sum.pct_of_peak_sustained_elapsed [%],15.98
memory_access_size_type,0 {59}
memory_access_type,0 {59}
memory_l1_tag_requests_global [sectors],"10,07,28,832 {59}"
memory_l1_wavefronts_shared [sectors],0
memory_l1_wavefronts_shared_ideal [sectors],0
memory_l2_theoretical_sectors_global [sectors],"13,43,48,800 {59}"
memory_l2_theoretical_sectors_global_ideal [sectors],"13,43,48,800 {59}"
memory_l2_theoretical_sectors_local [sectors],0
memory_type,0 {59}
numa__cpu_affinity,1
numa__dev_display_name_all,1
numa__id_cpu,1
numa__id_memory,1
nvlink__bandwidth,0
nvlink__count_logical,0
nvlink__count_physical,0
nvlink__destination_ports,0
nvlink__dev0Id,0
nvlink__dev0type,0
nvlink__dev1Id,0
nvlink__dev1type,0
nvlink__dev_display_name_all,1
nvlink__enabled_mask,0
nvlink__is_direct_link,0
nvlink__is_nvswitch_connected,0
nvlink__max_count,0
nvlink__peer_access,0
nvlink__peer_atomic,0
nvlink__source_ports,0
nvlink__system_access,0
nvlink__system_atomic,0
nvlrx__bytes.sum.per_second [byte],0
nvltx__bytes.sum.per_second [byte],0
pcie__read_bytes.avg.per_second [byte/s],0
pcie__read_bytes.max.per_second [byte/s],0
pcie__read_bytes.min.per_second [byte/s],0
pcie__read_bytes.sum.per_second [byte/s],0
pcie__write_bytes.avg.per_second [Mbyte/s],1.54
pcie__write_bytes.max.per_second [Mbyte/s],1.54
pcie__write_bytes.min.per_second [Mbyte/s],1.54
pcie__write_bytes.sum.per_second [Mbyte/s],1.54
pmsampling:sm__inst_executed_pipe_xu_realtime.avg.pct_of_peak_sustained_elapsed [%],0 {2040}
pmsampling:sm__pipe_tensor_cycles_active_realtime.avg.pct_of_peak_sustained_elapsed [%],0 {2040}
profiler__perfworks_session_reuse,0
profiler__pmsampler_buffer_size_bytes [Mbyte],6.03 {3}
profiler__pmsampler_ctxsw_0,1 {2}
profiler__pmsampler_ctxsw_1,1 {2}
profiler__pmsampler_ctxsw_2,1 {2}
profiler__pmsampler_interval_time [us],2 {3}
profiler__pmsampler_merged_samples [sample],0 {3}
profiler__pmsampler_pass_groups,3 {3}
profiler__pmwarpsampling_interval_cycles [cycle],512 {3}
profiler__replayer_bytes_mem_accessible.avg [Mbyte],20.97
profiler__replayer_bytes_mem_accessible.max [Mbyte],20.97
profiler__replayer_bytes_mem_accessible.min [Mbyte],20.97
profiler__replayer_bytes_mem_accessible.sum [Mbyte],922.76
profiler__replayer_bytes_mem_backed_up.avg [Mbyte],20.97
profiler__replayer_bytes_mem_backed_up.max [Mbyte],20.97
profiler__replayer_bytes_mem_backed_up.min [Mbyte],20.97
profiler__replayer_bytes_mem_backed_up.sum [Mbyte],922.76
profiler__replayer_passes [pass],44
profiler__replayer_passes_type_warmup [pass],0
profiler__timestamp_workload_end_0,1
profiler__timestamp_workload_end_1,1
profiler__timestamp_workload_end_2,1
profiler__timestamp_workload_start_0,1
profiler__timestamp_workload_start_1,1
profiler__timestamp_workload_start_2,1
sass__inst_executed_global_loads [inst],"6,71,08,864"
sass__inst_executed_global_stores [inst],"32,768"
sass__inst_executed_local_loads [inst],0
sass__inst_executed_local_stores [inst],0
sass__inst_executed_per_opcode,"15,66,63,808 {14}"
sass__inst_executed_per_opcode_category,"15,66,63,808 {8}"
sass__inst_executed_per_opcode_with_modifier_all,"15,66,63,808 {21}"
sass__inst_executed_per_opcode_with_modifier_selective,"15,66,63,808 {15}"
sass__inst_executed_register_spilling [inst],0
sass__inst_executed_register_spilling_mem_local [inst],0
sass__inst_executed_register_spilling_mem_local_op_read [inst],0
sass__inst_executed_register_spilling_mem_local_op_write [inst],0
sass__inst_executed_register_spilling_mem_shared [inst],0
sass__inst_executed_register_spilling_mem_shared_op_read [inst],0
sass__inst_executed_register_spilling_mem_shared_op_write [inst],0
sass__inst_executed_register_spilling_op_read [inst],0
sass__inst_executed_register_spilling_op_write [inst],0
sass__inst_executed_shared_loads [inst],0
sass__inst_executed_shared_stores [inst],0
sass__thread_inst_executed_per_opcode_category,"5,00,69,50,400 {8}"
sass__thread_inst_executed_true_per_opcode,"5,00,69,50,400 {14}"
sass__thread_inst_executed_true_per_opcode_with_modifier_all,"5,00,69,50,400 {21}"
sass__thread_inst_executed_true_per_opcode_with_modifier_selective,"5,00,69,50,400 {15}"
sm__cycles_active.avg [cycle],"68,16,626.20"
sm__cycles_active.max [cycle],"68,36,737"
sm__cycles_active.min [cycle],"68,03,245"
sm__cycles_active.sum [cycle],"13,63,32,524"
sm__cycles_elapsed.avg [cycle],"68,32,707.20"
sm__cycles_elapsed.avg.per_second [Ghz],1.87
sm__cycles_elapsed.max [cycle],"68,38,625"
sm__cycles_elapsed.max.per_second [Ghz],1.87
sm__cycles_elapsed.min [cycle],"68,26,318"
sm__cycles_elapsed.min.per_second [Ghz],1.87
sm__cycles_elapsed.sum [cycle],"13,66,54,144"
sm__cycles_elapsed.sum.per_second [Ghz],37.35
sm__icc_request_hit_rate.pct [%],86.63
sm__icc_requests.sum [cycle],"2,445"
sm__icc_requests.sum.pct_of_peak_sustained_elapsed [%],0.00
sm__inst_executed.avg.pct_of_peak_sustained_elapsed [%],28.66
sm__inst_executed.avg.per_cycle_active [inst/cycle],1.15
sm__inst_executed.avg.per_cycle_elapsed [inst/cycle],1.15
sm__inst_executed.max.pct_of_peak_sustained_elapsed [%],28.69
sm__inst_executed.max.per_cycle_active [inst/cycle],1.15
sm__inst_executed.max.per_cycle_elapsed [inst/cycle],1.15
sm__inst_executed.min.pct_of_peak_sustained_elapsed [%],28.55
sm__inst_executed.min.per_cycle_active [inst/cycle],1.14
sm__inst_executed.min.per_cycle_elapsed [inst/cycle],1.14
sm__inst_executed.sum.pct_of_peak_sustained_elapsed [%],28.66
sm__inst_executed.sum.per_cycle_active [inst/cycle],22.98
sm__inst_executed.sum.per_cycle_elapsed [inst/cycle],22.93
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_active [%],0.10
sm__inst_executed_pipe_adu.avg.pct_of_peak_sustained_elapsed [%],0.10
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_active [%],0.10
sm__inst_executed_pipe_adu.max.pct_of_peak_sustained_elapsed [%],0.10
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_active [%],0.10
sm__inst_executed_pipe_adu.min.pct_of_peak_sustained_elapsed [%],0.10
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_active [%],0.10
sm__inst_executed_pipe_adu.sum.pct_of_peak_sustained_elapsed [%],0.10
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_active [%],4.89
sm__inst_executed_pipe_alu.avg.pct_of_peak_sustained_elapsed [%],4.88
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_active [%],4.90
sm__inst_executed_pipe_alu.max.pct_of_peak_sustained_elapsed [%],4.88
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_active [%],4.87
sm__inst_executed_pipe_alu.min.pct_of_peak_sustained_elapsed [%],4.86
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_active [%],4.89
sm__inst_executed_pipe_alu.sum.pct_of_peak_sustained_elapsed [%],4.88
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_active [%],0.01
sm__inst_executed_pipe_cbu.avg.pct_of_peak_sustained_elapsed [%],0.01
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_active [%],0.01
sm__inst_executed_pipe_cbu.max.pct_of_peak_sustained_elapsed [%],0.01
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_active [%],0.01
sm__inst_executed_pipe_cbu.min.pct_of_peak_sustained_elapsed [%],0.01
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_active [%],0.01
sm__inst_executed_pipe_cbu.sum.pct_of_peak_sustained_elapsed [%],0.01
sm__inst_executed_pipe_cbu_pred_on_any.avg.pct_of_peak_sustained_elapsed [%],0.03
sm__inst_executed_pipe_cbu_pred_on_any.max.pct_of_peak_sustained_elapsed [%],0.03
sm__inst_executed_pipe_cbu_pred_on_any.min.pct_of_peak_sustained_elapsed [%],0.03
sm__inst_executed_pipe_cbu_pred_on_any.sum.pct_of_peak_sustained_elapsed [%],0.03
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_active [%],12.73
sm__inst_executed_pipe_fma.avg.pct_of_peak_sustained_elapsed [%],12.70
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_active [%],12.74
sm__inst_executed_pipe_fma.max.pct_of_peak_sustained_elapsed [%],12.71
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_active [%],12.68
sm__inst_executed_pipe_fma.min.pct_of_peak_sustained_elapsed [%],12.65
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_active [%],12.73
sm__inst_executed_pipe_fma.sum.pct_of_peak_sustained_elapsed [%],12.70
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fma_type_fp16.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64_op_dmma.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_dmma.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64_op_dmma.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_dmma.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64_op_dmma.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_dmma.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64_op_dmma.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_dmma.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64_op_fp64.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_fp64.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64_op_fp64.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_fp64.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64_op_fp64.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_fp64.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_fp64_op_fp64.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_fp64_op_fp64.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_ipa.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active [%],98.59
sm__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_elapsed [%],98.36
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_active [%],98.69
sm__inst_executed_pipe_lsu.max.pct_of_peak_sustained_elapsed [%],98.46
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_active [%],98.21
sm__inst_executed_pipe_lsu.min.pct_of_peak_sustained_elapsed [%],97.98
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_active [%],98.59
sm__inst_executed_pipe_lsu.sum.pct_of_peak_sustained_elapsed [%],98.36
sm__inst_executed_pipe_tensor_op_hmma_v2.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_hmma_v2.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tensor_op_imma_v2.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tensor_op_imma_v2.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_tex.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_active [%],1.56
sm__inst_executed_pipe_uniform.avg.pct_of_peak_sustained_elapsed [%],1.56
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_active [%],1.56
sm__inst_executed_pipe_uniform.max.pct_of_peak_sustained_elapsed [%],1.56
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_active [%],1.56
sm__inst_executed_pipe_uniform.min.pct_of_peak_sustained_elapsed [%],1.55
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_active [%],1.56
sm__inst_executed_pipe_uniform.sum.pct_of_peak_sustained_elapsed [%],1.56
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.avg.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.max.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.min.pct_of_peak_sustained_elapsed [%],0
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_active [%],0
sm__inst_executed_pipe_xu.sum.pct_of_peak_sustained_elapsed [%],0
sm__inst_issued.avg.pct_of_peak_sustained_elapsed [%],28.66
sm__inst_issued.avg.per_cycle_active [inst/cycle],1.15
sm__inst_issued.max.pct_of_peak_sustained_elapsed [%],28.69
sm__inst_issued.max.per_cycle_active [inst/cycle],1.15
sm__inst_issued.min.pct_of_peak_sustained_elapsed [%],28.55
sm__inst_issued.min.per_cycle_active [inst/cycle],1.14
sm__inst_issued.sum.pct_of_peak_sustained_elapsed [%],28.66
sm__inst_issued.sum.per_cycle_active [inst/cycle],22.98
sm__instruction_throughput.avg.pct_of_peak_sustained_elapsed [%],32.82
sm__instruction_throughput.max.pct_of_peak_sustained_elapsed [%],32.85
sm__instruction_throughput.min.pct_of_peak_sustained_elapsed [%],32.69
sm__instruction_throughput.sum.pct_of_peak_sustained_elapsed [%],32.82
sm__instruction_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0
sm__instruction_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0
sm__issue_active.avg.pct_of_peak_sustained_elapsed [%],28.66
sm__issue_active.max.pct_of_peak_sustained_elapsed [%],28.69
sm__issue_active.min.pct_of_peak_sustained_elapsed [%],28.55
sm__issue_active.sum.pct_of_peak_sustained_elapsed [%],28.66
sm__maximum_warps_avg_per_active_cycle [warp],48
sm__maximum_warps_per_active_cycle_pct [%],100
sm__memory_throughput.avg.pct_of_peak_sustained_elapsed [%],98.36
sm__memory_throughput.max.pct_of_peak_sustained_elapsed [%],98.46
sm__memory_throughput.min.pct_of_peak_sustained_elapsed [%],97.98
sm__memory_throughput.sum.pct_of_peak_sustained_elapsed [%],98.36
sm__memory_throughput_internal_activity.avg.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.max.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.min.pct_of_peak_sustained_elapsed [%],0
sm__memory_throughput_internal_activity.sum.pct_of_peak_sustained_elapsed [%],0
sm__mio2rf_writeback_active.avg.pct_of_peak_sustained_elapsed [%],24.89
sm__mio2rf_writeback_active.max.pct_of_peak_sustained_elapsed [%],24.96
